title,address,jobType,educational,workExperience,workTag,salary,salaryMonth,companyTag,hrWork,hrName,practice,companyTitle,companyAvatar,companyNature,companyStatus,companyPeople,detailUrl,companyUrl,dist
python工程师,西安,python,本科,经验不限,Django|MySQL|Python,"[5000, 6000]",0薪,"[""五险一金"", ""股票期权"", ""年终奖"", ""带薪年假"", ""员工旅游"", ""零食下午茶"", ""节日福利""]",岳女士,招聘主管,False,Trunkey 创旗,"https://img.bosszhipin.com/beijin/mcs/chatphoto/20180605/99ef73f3e60025046f20f160a6c5f447cfcd208495d565ef66e7dff9f98764da.jpg?x-oss-process=image/resize,w_100,limit_0",计算机软件,已上市,"[100, 499]",https://www.zhipin.com/job_detail/c4701d22980184791Hx709u9EVZV.html?lid=aIvDmb9GIVj.search.31&securityId=r7tCTkg8qOASd-1128dSZsr-WZU-iL4aV5_lP86CGtpEbIRGIV1XxW7F2daOm9mjuyE40Y4au1-SMygd9TbyETI1k10tnGsrmcdt3x1Q2jdHtFIU-g1TKu3bhLPhvpflXg1kPszy4csu0lMM_SYYrg~~&sessionId=,https://www.zhipin.com/gongsi/c118e6ee0baebd1f1nV63Ny5.html,未央区
python机器学习实习生,西安,python,本科,3个月,Pandas|机器学习经验|Numpy|Python,"[150, 200]",0薪,"[""年终奖"", ""节日福利"", ""交通补助"", ""餐补"", ""加班补助"", ""五险一金"", ""通讯补贴""]",韩先生,HR,True,泰禾科技,"https://img.bosszhipin.com/beijin/icon/894ce6fa7e58d64d57e7f22d2f3a9d18afa7fcceaa24b8ea28f56f1bb14732c0.png?x-oss-process=image/resize,w_100,limit_0",投资/融资,未融资,"[0, 20]",https://www.zhipin.com/job_detail/732cdbe2a1f9d4ef1H1809i5EFBT.html?lid=aIvDmb9GIVj.search.32&securityId=BkrjoDfkpfncT-u1dzZgL7sz1iiAjpXO2H1AdQYX4HKA4oz-ZSMiJrNUhKZLEdlZGYFhkTf8KSNgT1g7jklZXBLjNPmNkvYUX47p9unysHNNLbAjvpOiOsVCKVLV7BbkWWgcYtlOMwyJds8WyxEGeA~~&sessionId=,https://www.zhipin.com/gongsi/16e3571c959245433nR_39q6GA~~.html,雁塔区
高级python开发工程师,西安,python,本科,5-10年,Python|TensorFlow|PyTorch|MySQL|Redis|,"[12000, 16000]",0薪,"[""员工旅游"", ""年终奖"", ""带薪年假"", ""节日福利"", ""全勤奖"", ""五险一金"", ""加班补助""]",何女士,人事,False,创美科技有限公司,"https://img.bosszhipin.com/beijin/mcs/chatphoto/20180419/38b3c0d49f4b66436808c37b361e957dcfcd208495d565ef66e7dff9f98764da.jpg?x-oss-process=image/resize,w_100,limit_0",计算机软件,未融资,"[20, 99]",https://www.zhipin.com/job_detail/7b12c098ed19e5a903R82t24F1BV.html?lid=aIvDmb9GIVj.search.33&securityId=SSoWX2xHWTnag-61f9YCC6EosL9FTdPjzoud0DAd1qFrUxqBVdDjDX79C8832Uc0JGPZntfuEaRhCQBIhmQgZUq5qxNrfcCsGs1qTErvv-mNSNLa&sessionId=,https://www.zhipin.com/gongsi/5e22b50edea4093c1H1z2dW5.html,雁塔区
python自动化测试开发,西安,python,本科,1-3年,Python|Java|Django|MySQL,"[8000, 13000]",0薪,"[""定期体检"", ""法定节假日三薪"", ""带薪年假"", ""交通补助"", ""团建聚餐"", ""餐补"", ""员工旅游"", ""节日福利"", ""通讯补贴"", ""免费班车"", ""加班补助"", ""五险一金""]",宋女士,HR,False,诚迈科技,"https://img.bosszhipin.com/beijin/mcs/banner/66eef60b3d9c359fb98732e74cea1686cfcd208495d565ef66e7dff9f98764da.jpg?x-oss-process=image/resize,w_100,limit_0",互联网,已上市,"[1000, 9999]",https://www.zhipin.com/job_detail/9dcc3fc6eaa1e4ba03d63N29FVBT.html?lid=aIvDmb9GIVj.search.34&securityId=df5XWC9YxLuqz-a1dHrGPA8n3PK1kE0Eg-NvMWlbjfRxgBlgayTcCO-JxxMFbSIKhG6CwORjC9nkDac_9Ou2A3PDCxo70pe9CudWYDjHZNrtGqVZrMzTETXsTmjil5t_T7z3yezFV9XZ-MwTxQ8~&sessionId=,https://www.zhipin.com/gongsi/9fbed997e41422bd1HB839Q~.html,长安区
python数据开发工程师,西安,python,本科,3-5年,Python|Pandas|Numpy|MySQL|机器学习经验,"[350, 600]",0薪,"[""年终奖"", ""交通补助"", ""生日福利"", ""餐补"", ""补充医疗保险"", ""五险一金"", ""带薪年假""]",张女士,HRBP,True,棱镜极智能,"https://img.bosszhipin.com/beijin/upload/com/workfeel/20250123/7bf6f160950405e9339755063eab712aab02711b136fc04d13b5f5acb5e234f59b6442a03096c549.png.webp?x-oss-process=image/resize,w_100,limit_0",计算机软件,A轮,"[20, 99]",https://www.zhipin.com/job_detail/abd7bf2fb55606951Hx63t6_ElVT.html?lid=aIvDmb9GIVj.search.35&securityId=RmrvNdBLQuoUl-61SRvB2CXSKQOqeIW6S5vlo2miOznrWs46oMHwQwAFVMnd0LDw1OQj3pjol9j2GEYNVK63ykOi-UFAKWpplqZ2bcTCqpNUMml6nyS0jKYyxmAjpEBz-6z1pYhKNzIiGPdsnbMM32Q~&sessionId=,https://www.zhipin.com/gongsi/6c3b44cadb28b1e41nR909S9F1E~.html,雁塔区
中高级Python开发工程师,西安,python,本科,1-3年,Python|Golang|Django|大模型,"[10000, 15000]",0薪,无,欧女士,HR,False,盛世恒一,"https://img.bosszhipin.com/beijin/icon/894ce6fa7e58d64d57e7f22d2f3a9d18afa7fcceaa24b8ea28f56f1bb14732c0.png?x-oss-process=image/resize,w_100,limit_0",计算机服务,未融资,"[0, 20]",https://www.zhipin.com/job_detail/bbc2383fb50f988d1H183NW1GVJR.html?lid=aIvDmb9GIVj.search.36&securityId=bpj2db8Zv61f2-Z1FVOtNq0N_QmH63O7qVKGHJeKTZ-TKj-dsgy6BZfB7AHrAtioUhseuxwOJRAI6joxq0ddxqwjC8YxS-Ey6Eud90x6pTOkERRbF9c~&sessionId=,https://www.zhipin.com/gongsi/742a1be9daa31cd11HF-2d-7EFE~.html,碑林区
python开发工程师,西安,python,学历不限,在校/应届,Scrapy|爬虫经验|Docker|MySQL|Redis|其他|||,"[5000, 8000]",0薪,无,黄先生,项目经理,False,灼见真知,"https://img.bosszhipin.com/beijin/icon/894ce6fa7e58d64d57e7f22d2f3a9d18afa7fcceaa24b8ea28f56f1bb14732c0.png?x-oss-process=image/resize,w_100,limit_0",互联网,未融资,"[0, 20]",https://www.zhipin.com/job_detail/95a594f4cb56f0c41HF529-5GFtZ.html?lid=aIvDmb9GIVj.search.37&securityId=RH6PN12VRQtYq-t1UOaj68vTBGAamf3jXFxIIrOvT3SCCZJ75pDA1aagyfQn7f1xhlXUg9Q20h_5yU8taoSeZAGeX6aE_wEYtuH3Vei_KeDHWzSU1uo~&sessionId=,https://www.zhipin.com/gongsi/5fafceb2e6b963871X173tS7Fls~.html,雁塔区
python量化工程师（远程）,西安,python,本科,3-5年,Python|C++|量化交易开发经验|web3|钱包|交易所,"[25000, 40000]",13薪,"[""节日福利"", ""团建聚餐"", ""零食下午茶"", ""带薪年假"", ""绩效奖金"", ""年终奖"", ""定期体检"", ""五险一金"", ""股票期权""]",孟女士,HRBP,False,青岛隆宏腾科技公司,"https://img.bosszhipin.com/beijin/icon/894ce6fa7e58d64d57e7f22d2f3a9d18afa7fcceaa24b8ea28f56f1bb14732c0.png?x-oss-process=image/resize,w_100,limit_0",互联网,B轮,"[20, 99]",https://www.zhipin.com/job_detail/9e19d5e8d31eaf8303R92Ni0F1VY.html?lid=aIvDmb9GIVj.search.38&securityId=VXKHFriwWgY4i-Q1r2K4Aabnkg4zjTGDhjM2UfNMCXw2woTLkriDefdegjPK-BbRvwG_SW307MxwmUm-2TXdUt5xnQrM5UAEfRdxikCyF3Dh7ivUJcXluhesdUjI8ibR37QyfiAlptFOnXx_ovEFB_Kp&sessionId=,https://www.zhipin.com/gongsi/8f93e7a9d84889061HZ83N66FVI~.html,雁塔区
Python开发工程师,西安,python,大专,1-3年,Nginx|PyTorch|Linux|Django|MySQL|多线程|Redis|||||,"[7000, 10000]",0薪,无,魏先生,副总经理,False,杰讯,"https://img.bosszhipin.com/beijin/icon/894ce6fa7e58d64d57e7f22d2f3a9d18afa7fcceaa24b8ea28f56f1bb14732c0.png?x-oss-process=image/resize,w_100,limit_0",通信/网络设备,未融资,"[20, 99]",https://www.zhipin.com/job_detail/998ea8a853e577713nNz2dS4GFs~.html?lid=aIvDmb9GIVj.search.39&securityId=72lc-56eCrBVy-u1r_pL1CyhZYcF1lejmNuq3rO7L-hz_q6vad3tuSceDh3uRrcs_JXHFIne_Rewo8J905_n8i_HEA6si1BYsIc5sj0FhW-GDlzN&sessionId=,https://www.zhipin.com/gongsi/3c5e3b776e20516f0nd82Nm9EQ~~.html,雁塔区
python高级工程师,西安,python,大专,1-3年,Java|Scrapy|Hive|PyTorch|MySQL|MongoDB||||||,"[9000, 14000]",0薪,"[""五险一金"", ""补充医疗保险"", ""年终奖"", ""股票期权"", ""带薪年假"", ""定期体检"", ""节日福利"", ""员工旅游"", ""住房补贴"", ""加班补助""]",惠先生,HR,False,汇智信科,"https://img.bosszhipin.com/beijin/mcs/chatphoto/20200816/4924c83205aa9ac48dad2b6f1c47368a0c7f0bfa86440cc09ede35b3c39c5bbc_s.jpg?x-oss-process=image/resize,w_100,limit_0",计算机软件,未融资,"[100, 499]",https://www.zhipin.com/job_detail/48684a68fd511c161H1-0tm0EFZS.html?lid=aIvDmb9GIVj.search.40&securityId=MceHVAphGmLAU-l1q5_tScwULG_5CAUVUkJiKKPXoMe2WrMfo3WfZujx6MEx51dNd79OYmCX8Pqfo4Apv4-x-yAy6JnTnJ8jN2apnvyG3zHSC5P3ug~~&sessionId=,https://www.zhipin.com/gongsi/a63c3edcff82295d1X1z3966FA~~.html,雁塔区
Python,西安,python,本科,1-3年,Linux|Python|通信,"[5000, 9000]",0薪,无,杨先生,经理,False,大禹网科,"https://img.bosszhipin.com/beijin/mcs/chatphoto/20180107/6757616dcd5cbe1d685fc774b1df17a2cfcd208495d565ef66e7dff9f98764da.jpg?x-oss-process=image/resize,w_100,limit_0",计算机软件,未融资,"[0, 20]",https://www.zhipin.com/job_detail/08f42f42f7b491aa1nx53d-9E1E~.html?lid=aIvDmb9GIVj.search.41&securityId=M519RnwmallzP-r1SRiVGrRkA6KbqV5CWGTSZB70kZauKJU6YTBXeJ6Z8rd8fCcKWWnMKRcrx4zpidNYwr_bl2BAnFpN6RoiW5JqBp9M0FylXp5h&sessionId=,https://www.zhipin.com/gongsi/7fb879ce754ba92d1nV83961FA~~.html,雁塔区
后端开发工程师-Python,西安,python,本科,3-5年,PostgreSQL|Django|MySQL|Redis|MongoDB|||||,"[8000, 13000]",0薪,"[""员工旅游"", ""加班补助"", ""带薪年假"", ""节日福利"", ""股票期权"", ""五险一金""]",屈女士,HR,False,云景智维,"https://img.bosszhipin.com/beijin/mcs/chatphoto/20160525/b1e3d4449751ee834ae65f9fd9644a089e18cdf049c65efc8365be8dd73ce170.jpg?x-oss-process=image/resize,w_100,limit_0",大数据,天使轮,"[20, 99]",https://www.zhipin.com/job_detail/205b437429ab07c01nV62Nm6FFo~.html?lid=aIvDmb9GIVj.search.42&securityId=ksrC4zAS2rehj-b1v1N36j9R1TeP1vcJ-QA1T8UjmHi6zm3h9IS2av_wGv4yc7Tl5yCOdDlBNTW7A10CPH18G66IvuXNq93e9y3PZ15YBIiqats~&sessionId=,https://www.zhipin.com/gongsi/1a1c3a89d46cca881XZ_2Nu9.html,雁塔区
深度学习 python-兼职,西安,python,硕士,1年以内,Golang|Scrapy|C|分布式经验|Hadoop|Redis|Numpy|||||||||||,"[3500, 250000]",0薪,无,闫先生,公司总经理,False,永睿网络科技,"https://img.bosszhipin.com/beijin/icon/894ce6fa7e58d64d57e7f22d2f3a9d18afa7fcceaa24b8ea28f56f1bb14732c0.png?x-oss-process=image/resize,w_100,limit_0",人工智能,未融资,"[1000, 9999]",https://www.zhipin.com/job_detail/a5355fb1905a25941H1y29W-FFZX.html?lid=aIvDmb9GIVj.search.43&securityId=NCFwxelthssGg-k1W6n0M77G551g-hv7SPftGu6Z-Z9ik-4ff397Tcv0qW-d3vFe_ALClDHJ7zCZfiWr0GuxbMNcO5PXulr_7VMEjsCAUmyZyOfW0j6GmRwVN05U89wl2f1BoSLNpLoxEl33h7VZlZr2&sessionId=,https://www.zhipin.com/gongsi/a28b9389bfcab3081HN829i0F1s~.html,雁塔区
兼职-Python技术开发工程师,西安,python,大专,1-3年,后端|爬虫|数据开发|Python|Django|全栈开发经验||,"[8000, 13000]",0薪,"[""生日福利"", ""五险一金"", ""定期体检"", ""高温补贴"", ""员工旅游"", ""团建聚餐"", ""年终奖"", ""餐补"", ""有无线网"", ""股票期权"", ""绩效奖金"", ""全勤奖"", ""工龄奖""]",张先生,CEO,False,丝路智慧农旅信息,"https://img.bosszhipin.com/beijin/upload/com/workfeel/20220819/7bf6f160950405e92a608fec7f199e5cc717510959db1f5fe65cc539599b19d997b28319d95eb47c.jpg?x-oss-process=image/resize,w_100,limit_0",生活服务(O2O),未融资,"[0, 20]",https://www.zhipin.com/job_detail/5d504faa2ce311921XB70tu7GVdS.html?lid=aIvDmb9GIVj.search.44&securityId=q4tGjBIzzcGi2-31eFBf61D5L6_iCoLEIUcfQj80QjhLQ4BEROzAG3DSRFb-_72N1iJWsovqw8M99w9DpSBgBe2_T_PlmEamtjRdtRPEzbDUUl8l1Ftz2zeI-GYGXXaanVJGPTrq7tblaW43TkPdWzmK&sessionId=,https://www.zhipin.com/gongsi/af9b5572738705aa1XZ-2tW7FlM~.html,雁塔区
Python高级开发工程师,西安,python,本科,3-5年,Python|Golang|Django|Flask|MySQL|Redis||,"[20000, 40000]",14薪,"[""免费班车"", ""餐补"", ""住房补贴"", ""零食下午茶"", ""股票期权"", ""带薪年假"", ""补充医疗保险"", ""定期体检"", ""包吃"", ""公仔周边活动"", ""免费健身房"", ""员工旅游"", ""年终奖"", ""五险一金"", ""免费早晚餐"", ""节日福利"", ""交通补助""]",谢先生,数据库架构师,False,腾讯,"https://img.bosszhipin.com/beijin/mcs/bar/20200430/4204e9c9f200b00b77fb59d093acd281be1bd4a3bd2a63f070bdbdada9aad826.jpg?x-oss-process=image/resize,w_100,limit_0",互联网,不需要融资,"[0, 10000]",https://www.zhipin.com/job_detail/a2eb4330a354c11d1XR82d27FVNY.html?lid=aIvDmb9GIVj.search.45&securityId=PrtBS4AckgQ3P-u1iZDKjJb5sN7u-nTueySpq40byevuqp6VB4-hvNTq-ArhQPF5UMUM3GQG1u8rVViw0G6X4_qTRaKso6lF4c9GOuN2WIgcsxPg_SZT&sessionId=,https://www.zhipin.com/gongsi/64bfe11d3d8b5b6e1XV629u4F1A~.html,雁塔区
Python后台开发工程师,西安,python,本科,经验不限,Python|Flask|Scrapy|Elasticsearch|PostgreSQL||||||,"[12000, 24000]",14薪,"[""股票期权"", ""带薪年假"", ""定期体检"", ""五险一金"", ""交通补助"", ""餐补"", ""补充医疗保险"", ""年终奖"", ""法定节假日三薪"", ""团建聚餐""]",权先生,研发总监,False,远江盛邦,"https://img.bosszhipin.com/beijin/mcs/chatphoto/20190318/99cd6c5a45741a3ad671fc23fb120f5d2d40988e1430638a0fb08448baebd090.jpg?x-oss-process=image/resize,w_100,limit_0",计算机软件,已上市,"[500, 999]",https://www.zhipin.com/job_detail/891c73df3e9bea071XJz3NS5EFtY.html?lid=aIvDmb9GIVj.search.46&securityId=yU9r3snoeG6bM-01Ybg4jzJKk60AsOB0gR66ysKsGc4B9Jl7NmVTfQiLfhHvpDJFdwX-3nEETFJamwrutsoJpZ82NVAd5vYpobKVW2LNOeSGpng551HcgydGNvqwtHXhuF3EICor_YF8WirJCq8~&sessionId=,https://www.zhipin.com/gongsi/18b1f01b78dc00ae1H1_3do~.html,雁塔区
python运营开发（OD）,西安,python,本科,1-3年,Python,"[15000, 20000]",0薪,"[""节日福利"", ""员工旅游"", ""定期体检"", ""年终奖"", ""带薪年假"", ""生日福利"", ""团建聚餐"", ""绩效奖金"", ""意外险"", ""股票期权"", ""五险一金"", ""零食下午茶"", ""住房补贴""]",张先生,HR,False,欧冶半导体,"https://img.bosszhipin.com/beijin/upload/com/workfeel/20221207/7bf6f160950405e94d7c7c5d17e1a4216c4af074854c8e6646ed8b4e28cdd73ee3f23b950aabc86e.jpg?x-oss-process=image/resize,w_100,limit_0",半导体/芯片,B轮,"[100, 499]",https://www.zhipin.com/job_detail/9a5c0d35f08a45121Hx_2Nm0FFZZ.html?lid=aIvDmb9GIVj.search.47&securityId=4eQ6IT0SRczdg-l1xQZncMPuMW06m6O_GarxiWcYl-s558rhg7WRDgmPz4eCfCEc_l-u3Tog3uo9uVV5gA1EvNMF97C7Rgpb7n9p01hhN8H1sBcmFyhb5yR5UKsiIS8d0XrokLWnekTzFWYEH3TUz_M~&sessionId=,https://www.zhipin.com/gongsi/561d8d50803e84861Xd_3N25E1o~.html,雁塔区
odoo/Python研发实习生,西安,python,本科,3个月,Python|其他|PostgreSQL|其他|实习生|odoo,"[120, 150]",0薪,"[""员工旅游"", ""节日福利"", ""带薪年假"", ""交通补助"", ""团建聚餐"", ""全勤奖"", ""绩效奖金"", ""零食下午茶"", ""定期体检"", ""年终奖"", ""加班补助"", ""五险一金""]",赵女士,HRBP,True,北京博思汇众科技,"https://img.bosszhipin.com/beijin/app/mobile/normal-0e3f1e4441a21d4874cece3a3d81f0fe.png?x-oss-process=image/resize,w_100,limit_0",计算机软件,未融资,"[20, 99]",https://www.zhipin.com/job_detail/9ecb67bbc82c02d203R62Nm7FFFT.html?lid=aIvDmb9GIVj.search.48&securityId=aamfwgpDjeID5-01g0fxKvczfsZrcAJL0Lw8w-llo4fphv029EtZzDPJkCadiLORzsllBaHtgKIEAOWE_VxRoUcSvW_izbjz2aNjS25cFDbn46X2VP4~&sessionId=,https://www.zhipin.com/gongsi/ba5c22af074036f81nZ83dS7GFU~.html,雁塔区
python开发工程师,西安,python,本科,1年以内,Python|Pandas|MySQL,"[12000, 20000]",0薪,"[""底薪加提成"", ""团建聚餐"", ""节日福利"", ""零食下午茶"", ""绩效奖金"", ""五险一金""]",孙先生,HR,False,永恒之蓝,"https://img.bosszhipin.com/beijin/upload/com/logo/20240601/7b5b554d84f9729c257ca180ab39a65878f76de14be3ba1239d839f61251b46bf3f1624b4cf45b27.jpg.webp?x-oss-process=image/resize,w_100,limit_0",信息安全,天使轮,"[20, 99]",https://www.zhipin.com/job_detail/c9d68167c4c137c11Hx739m6GFpU.html?lid=aIvDmb9GIVj.search.49&securityId=o39EyVoU21hHk-T1Q05hUPhIHqfpmPR7rxjKXM1-Oqx7e_CuFZTVJnr_2A_O0vuHxNhEwuoZzdRjrPK6vb3b7kpH4O0Ra14BBCBdGJE_IeVkY_pbmZXJ3kitmv6edSZn3YC9o-8XD7dmVM5rzgBV1okO&sessionId=,https://www.zhipin.com/gongsi/1fc4a6c75ddacbf51HF42Ni8FFI~.html,长安区
python高级开发工程师,西安,python,本科,3-5年,Python|TensorFlow|Hive|Linux开发/部署经验|,"[12000, 13000]",0薪,"[""年终奖"", ""股票期权"", ""员工旅游"", ""五险""]",邹先生,技术主管,False,中科微光软件科技,"https://img.bosszhipin.com/beijin/upload/com/workfeel/20240218/7bf6f160950405e9527fc1c979b4f43422432ff9bbf149f908c1a20f76d3d1c67cfe2d8f2935efc6.png.webp?x-oss-process=image/resize,w_100,limit_0",计算机软件,未融资,"[0, 20]",https://www.zhipin.com/job_detail/af860722f021ec3c03R63921FFdZ.html?lid=aIvDmb9GIVj.search.50&securityId=T8268iJENcCXZ-x1E9UXoTff9tGPxCMy6Xdy2Uc3KbmrT2tDH2Wb_HupV23PBaj4m6BitUTFlxMUxi1wBfgmhRuxUbYTYfzouy2oKwOmT9X2j_5ryIg~&sessionId=,https://www.zhipin.com/gongsi/f7565e9f01a011191nV909W6GFo~.html,雁塔区
招！线上兼职Matlab/Python工程师,西安,python,硕士,经验不限,Python|Golang|C++|C|C#|机器学习经验|Matlab||||,"[800, 850]",0薪,"[""加班补助"", ""定期体检"", ""有无线网"", ""带薪年假""]",李先生,经理,True,山东宏连鑫建筑工...,"https://img.bosszhipin.com/beijin/icon/894ce6fa7e58d64d57e7f22d2f3a9d18afa7fcceaa24b8ea28f56f1bb14732c0.png?x-oss-process=image/resize,w_100,limit_0",计算机服务,不需要融资,"[20, 99]",https://www.zhipin.com/job_detail/beb0c916ace93d5203V72NS_ElBZ.html?lid=aIvDmb9GIVj.search.51&securityId=86wnuAPnLYG7X-61dhxRX0iNJVBSe8lsncoYXI9wk-eqqwj-3izr7Gpgn1EcPQWuH9JsJgRsvWPPSlYrRsv6SHeaRp9GOJkAGKlZVutomuSZ3SPUJtRu&sessionId=,https://www.zhipin.com/gongsi/cc743ba3ccf0418e1H143dq_Flc~.html,雁塔区
（应届）六险一金+双休Python讲师(J11742),西安,python,本科,在校/应届,少儿编程,"[8000, 12000]",0薪,"[""五险一金"", ""交通补助"", ""餐补"", ""补充医疗保险"", ""零食下午茶"", ""包吃""]",刘女士,HR,False,核桃编程,"https://img.bosszhipin.com/beijin/upload/com/workfeel/20241120/7bf6f160950405e90773fe4c10c2aa375e44412a8f97b7894df447b59151da198fb5d358cb4b0a8d.png.webp?x-oss-process=image/resize,w_100,limit_0",互联网,C轮,"[1000, 9999]",https://www.zhipin.com/job_detail/ce61694f1a4e198b1XJ829W6GVRU.html?lid=aIvDmb9GIVj.search.52&securityId=rZ6Paco7rwRKD-P1lUI_e6gs-Sip5wsxeQQDJFnBqjRloyVsrSEiewVYqnzLed6XfngaAPTGa4oTg7RDSYD3A5rgJYQjwwdD-9f11BpGcdLA8_v0K_vqDvCeCldKrNzXsTM-kXjRG03DcC_PhZHqOmo~&sessionId=,https://www.zhipin.com/gongsi/0c98eed803784e391n1y0ty9FlM~.html,雁塔区
python课导老师—（无经验要求，带薪培训）,西安,python,大专,1年以内,Python|C++|Java|PyTorch,"[6000, 10000]",0薪,"[""补充医疗保险"", ""定期体检"", ""交通补助"", ""餐补"", ""加班补助"", ""带薪年假"", ""零食下午茶"", ""员工旅游"", ""节日福利"", ""五险一金"", ""年终奖""]",汪女士,人事经理,False,猿编程,"https://img.bosszhipin.com/beijin/upload/com/workfeel/20231124/7bf6f160950405e91ee1810f6a6490fa0a1d1550b883fdd48993a64de5becbd0a768fddbc491e0da.png.webp?x-oss-process=image/resize,w_100,limit_0",在线教育,D轮及以上,"[0, 10000]",https://www.zhipin.com/job_detail/461a83c6717605081H162925EFdZ.html?lid=aIvDmb9GIVj.search.53&securityId=jMoUTHAZkBQO2-01waXY2O1bCv7fECUoikE9nD0wF6o7cVQoIZcN_WUH4BBvJFylXvHTVp73QpVgE7ufZPv9UTII1F_TjkvtrM0VAz8JmKLCLJurGn8ATNL9TGUbRyGogFwqKSLlNoCzHRZq1hvh6i0~&sessionId=,https://www.zhipin.com/gongsi/20447ceed5fa3e191nZ53tm9FVQ~.html,雁塔区
python开发工程师,西安,python,本科,3-5年,Java|MySQL|PHP|Linux开发/部署经验|Python|Flask,"[10000, 15000]",0薪,"[""绩效奖金"", ""保底工资"", ""团建聚餐"", ""零食下午茶"", ""节日福利"", ""生日福利""]",赵女士,人事专员,False,西安朝烨阳创信息科技,"https://img.bosszhipin.com/beijin/upload/com/workfeel/20240830/7bf6f160950405e94baeb8c0a665d8877441ac3cec3c61049fe3d927ab36d83ec2d08949e94b4af9.png.webp?x-oss-process=image/resize,w_100,limit_0",人工智能,不需要融资,"[20, 99]",https://www.zhipin.com/job_detail/d79645d477bb31ba1HNy3tS-GFtQ.html?lid=aIvDmb9GIVj.search.54&securityId=ulIscuDY9uBab-E1Hnz7QjpwV5YdqzvRikd1WaQWvPNmXR1VgHjf2pwHR6AFlo44n43wsAYmETcxmGYNaFZ0YqUL4nDmXcnxYW6PiGo0aZJSIQ16RtY6&sessionId=,https://www.zhipin.com/gongsi/ae73977383630b391HFz0ti6EFM~.html,雁塔区
高级python开发工程师,西安,python,本科,3-5年,Python|其他|Docker|PyTorch|TensorFlow|MongoDB|||||,"[8000, 13000]",0薪,"[""五险一金"", ""节日福利"", ""年终奖""]",张先生,招聘者,False,陕西电盈,"https://img.bosszhipin.com/beijin/icon/894ce6fa7e58d64d57e7f22d2f3a9d18afa7fcceaa24b8ea28f56f1bb14732c0.png?x-oss-process=image/resize,w_100,limit_0",计算机服务,未融资,"[20, 99]",https://www.zhipin.com/job_detail/bd2406cba7bb53801HF52tm-FlNS.html?lid=aIvDmb9GIVj.search.55&securityId=J9bek5AjdhEDw-a1c6wsPo85CqjUB7dyiQ5g7gCuk_9JqLMWRVBuQxHOyULWAO75q9jHrfN-OmSVzsE5vyiIc0yPkoXRXIqa2_oFyYtAG-QOD0QKHa8~&sessionId=,https://www.zhipin.com/gongsi/6eab3cf43eb580f01n170ty-GVQ~.html,碑林区
python服务端开发,西安,python,本科,3-5年,后端|Python|计算机相关专业|游戏|分布式,"[10000, 15000]",0薪,"[""年终奖"", ""节日福利"", ""加班补助"", ""法定节假日"", ""五险一金""]",李先生,研发总监,False,飞蝶XR科技,"https://img.bosszhipin.com/beijin/upload/com/workfeel/20220210/7bf6f160950405e99cd55872a9f7770a4eab6b2d12da418071eb5616770eb2a44add31e9a7e0cffa.jpg?x-oss-process=image/resize,w_100,limit_0",计算机软件,A轮,"[100, 499]",https://www.zhipin.com/job_detail/fb660d2ca3d372431XN839q9E1NT.html?lid=aIvDmb9GIVj.search.56&securityId=biOQkEHRATxYN-d1lg8WymAMup28Zvc9jn-tm9nO6NFacRt80lz6O6tdljKnwlMy7M6MQVx8TsfV3WSUVxGBVOqfN6mnHUzjoXqZhzGCDP4IhAp7y3k~&sessionId=,https://www.zhipin.com/gongsi/bf9b44122b9d957a3nF52Nu9FQ~~.html,未央区
python培训讲师,西安,python,本科,1-3年,机器学习/算法工程|Python|C/C++|计算机相关专业||,"[5000, 6000]",0薪,"[""节日福利"", ""生日福利"", ""工龄奖"", ""节假日加班费"", ""全勤奖"", ""年终奖"", ""带薪年假"", ""交通补助"", ""绩效奖金"", ""五险一金"", ""团建聚餐"", ""法定节假日三薪"", ""股票期权""]",牛女士,HR,False,若恩教育,"https://img.bosszhipin.com/beijin/mcs/chatphoto/20180424/66818bc76cfad79a7ab393e57316d854ffee31e3cc8d80b2a5cc857764eb6ee7.jpg?x-oss-process=image/resize,w_100,limit_0",在线教育,未融资,"[20, 99]",https://www.zhipin.com/job_detail/cf018f52293dfdb303Zz2dW_Els~.html?lid=aIvDmb9GIVj.search.57&securityId=FOd1lpGzFbXAj-41lJVt34Cc3N_wP-3AY6JMZQh9VNTjTYeJV4XDFlbI8GqdfM_vwbDeYSRgSmTrRKsp-lWJgeGUgxmbfAF4vT0koK9jJtxcfRU~&sessionId=,https://www.zhipin.com/gongsi/869f97b5c670ea2433x72tq6.html,碑林区
